0,CombatZoneResizeInstant,121,276,526,391,,,,
0,HeartTeleport,168,376,,,,,,
0,HeartMode,1,,,,,,,
0,BoneVRepeat,297,364,20,2,180,24,56,
0,BoneVRepeat,345,280,82,0,180,24,56,
1.9,JMPABS,3,,,,,,,
0,CombatZoneResizeInstant,121,276,526,391,,,,
0,HeartTeleport,330,304,,,,,,
0,HeartMode,1,,,,,,,
0,Platform,314,314,32,0,0,,,
0,Platform,314,354,32,0,0,,,
0,BoneVRepeat,121,364,30,2,0,25,16,
0,BoneVRepeat,581,280,35,2,300,3,15,
0,BoneVRepeat,-59,319,65,0,300,3,15,
1.5,JMPABS,3,,,,,,,
0,CombatZoneResizeInstant,121,276,526,391,,,,
0,HeartTeleport,330,304,,,,,,
0,HeartMode,1,,,,,,,
0,Platform,314,314,32,0,0,,,
0,Platform,314,354,32,0,0,,,
0,BoneVRepeat,121,364,30,2,0,25,16,
0,BoneVRepeat,59,280,35,0,300,3,-15,
0,BoneVRepeat,699,319,65,2,300,3,-15,
1.5,JMPABS,3,,,,,,,
0,CombatZoneResizeInstant,179,226,404,391,,,,
0,HeartTeleport,382,304,,,,,,
0,HeartMode,0,,,,,,,
0.2,SineBones,35,-30,880,55,,,,
1.5,JMPABS,3,,,,,,,
0,CombatZoneResizeInstant,239,226,464,391,,,,
0,HeartTeleport,267,304,,,,,,
0,HeartMode,0,,,,,,,
0.2,SineBones,35,30,880,55,,,,
1.5,JMPABS,3,,,,,,,
0,CombatZoneResizeInstant,121,276,526,391,,,,
0,HeartTeleport,506,376,,,,,,
0,SansSlam,1,,,,,,,
0,BoneVRepeat,200,331,55,0,400,20,15,
0,BoneVRepeat,-100,371,15,0,400,16,15,
1.43333,JMPABS,3,,,,,,,
0,CombatZoneResizeInstant,121,276,526,391,,,,
0,HeartTeleport,149,376,,,,,,
0,SansSlam,1,,,,,,,
0,BoneVRepeat,440,331,55,2,400,20,15,
0,BoneVRepeat,740,371,15,2,400,16,15,
1.43333,JMPABS,3,,,,,,,
0,CombatZoneResizeInstant,121,276,526,391,,,,
0,HeartTeleport,323,376,,,,,,
0,SansSlam,1,,,,,,,
0,BoneVRepeat,128,339,45,0,300,4,16,
0,BoneV,64,284,100,0,300,,,
0,BoneVRepeat,512,339,45,2,300,4,16,
0,BoneV,576,284,100,2,300,,,
0.8,JMPABS,3,,,,,,,
0,CombatZoneResizeInstant,121,276,526,391,,,,
0,HeartTeleport,323,376,,,,,,
0,SansSlam,1,,,,,,,
0,BoneV,128,284,100,0,360,1,,
0,BoneVRepeat,56,364,20,0,360,2,16,
0,BoneV,24,284,100,0,360,0,,
0,BoneV,512,284,100,2,360,1,,
0,BoneVRepeat,584,364,20,2,360,2,16,
0,BoneV,616,284,100,2,360,0,,
0.76667,JMPABS,3,,,,,,,
0,CombatZoneResizeInstant,171,276,476,391,,,,
0,HeartTeleport,323,376,,,,,,
0,SansSlam,1,,,,,,,
0,BoneVRepeat,200,280,70,0,220,6,125,
0,BoneVRepeat,200,369,15,0,220,6,125,
0,BoneVRepeat,440,280,70,2,220,6,125,
0,BoneVRepeat,440,369,15,2,220,6,125,
1.7,JMPABS,3,,,,,,,
0,CombatZoneResizeInstant,171,276,476,391,,,,
0,HeartTeleport,323,376,,,,,,
0,SansSlam,1,,,,,,,
0,SET,Loop2,3,,,,,,
0,SUB,Loop2,$Loop2,1,,,,,
0,RND,Jump,3,,,,,,
0,ADD,Jump,$Jump,1,,,,,
0,JMPREL,$Jump,,,,,,,
0,JMPREL,3,,,,,,,
0,JMPREL,12,,,,,,,
0,JMPREL,21,,,,,,,
0,JMPZ,3,$Loop2,,,,,,
0,BoneV,171,282,66,0,200,,,
0,BoneV,171,366,20,0,200,,,
0,BoneV,466,282,66,2,200,,,
0,BoneV,466,366,20,2,200,,,
0.3,BoneVRepeat,171,282,66,0,450,8,15,
0,BoneVRepeat,171,366,20,0,450,8,15,
0,BoneVRepeat,466,282,66,2,450,8,15,
0,BoneVRepeat,466,366,20,2,450,8,15,
0.1,JMPABS,161,,,,,,,
0,JMPZ,3,$Loop2,,,,,,
0,BoneV,171,282,56,0,200,,,
0,BoneV,171,356,30,0,200,,,
0,BoneV,466,282,56,2,200,,,
0,BoneV,466,356,30,2,200,,,
0.3,BoneVRepeat,171,282,56,0,450,8,15,
0,BoneVRepeat,171,356,30,0,450,8,15,
0,BoneVRepeat,466,282,56,2,450,8,15,
0,BoneVRepeat,466,356,30,2,450,8,15,
0.1,JMPABS,161,,,,,,,
0,JMPZ,3,$Loop2,,,,,,
0,BoneV,171,282,46,0,200,,,
0,BoneV,171,346,40,0,200,,,
0,BoneV,466,282,46,2,200,,,
0,BoneV,466,346,40,2,200,,,
0.3,BoneVRepeat,171,282,46,0,450,8,15,
0,BoneVRepeat,171,346,40,0,450,8,15,
0,BoneVRepeat,466,282,46,2,450,8,15,
0,BoneVRepeat,466,346,40,2,450,8,15,
0.1,JMPABS,161,,,,,,,
0,JMPZ,3,$Loop2,,,,,,
0.8,JMPABS,124,,,,,,,
0,CombatZoneResizeInstant,33,251,608,391,,,,
0,EndAttack,,,,,,,,
